ligand,receptor,pathway,signaling_type,version
"GLS, SLC1A3",GRIA3,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC1A6, GLS",GRIA3,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A7",GRIA3,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A6, GLS2",GRIA3,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A7, GLS2",GRIA3,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A8, GLS2",GRIA3,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A1",GRIA3,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A2",GRIA3,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A3",GRIA3,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC1A6, GLS2",GRIA3,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A7",GRIA3,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A6, GLS",GRIA4,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A7, GLS",GRIA4,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A8, GLS",GRIA4,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A1",GRIA4,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A2",GRIA4,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A3",GRIA4,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC1A6, GLS",GRIA4,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A7",GRIA4,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A6, GLS2",GRIA4,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A7, GLS2",GRIA4,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A8, GLS2",GRIA4,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A1",GRIA4,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A2",GRIA4,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A3",GRIA4,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC1A6, GLS2",GRIA4,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A7",GRIA4,Glutamate,Non-protein Signaling,CellChatDB v2
"NRXN1, CBLN1",GRID2,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A6, GLS",GRIK1,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A7, GLS",GRIK1,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A8, GLS",GRIK1,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A1",GRIK1,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A2",GRIK1,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A3",GRIK1,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC1A6, GLS",GRIK1,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A7",GRIK1,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A6, GLS2",GRIK1,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A7, GLS2",GRIK1,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A8, GLS2",GRIK1,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A1",GRIK1,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A2",GRIK1,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A3",GRIK1,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC1A6, GLS2",GRIK1,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A7",GRIK1,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A6, GLS",GRIK2,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A7, GLS",GRIK2,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A8, GLS",GRIK2,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A1",GRIK2,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A2",GRIK2,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A3",GRIK2,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC1A6, GLS",GRIK2,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A7",GRIK2,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A6, GLS2",GRIK2,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A7, GLS2",GRIK2,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A8, GLS2",GRIK2,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A1",GRIK2,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A2",GRIK2,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A3",GRIK2,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC1A6, GLS2",GRIK2,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A7",GRIK2,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A6, GLS",GRIK3,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A7, GLS",GRIK3,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A8, GLS",GRIK3,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A1",GRIK3,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A2",GRIK3,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A3",GRIK3,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC1A6, GLS",GRIK3,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A7",GRIK3,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A6, GLS2",GRIK3,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A7, GLS2",GRIK3,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A8, GLS2",GRIK3,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A1",GRIK3,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A2",GRIK3,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A3",GRIK3,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC1A6, GLS2",GRIK3,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A7",GRIK3,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A6, GLS",GRM1,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A7, GLS",GRM1,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A8, GLS",GRM1,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A1",GRM1,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A2",GRM1,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A3",GRM1,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC1A6, GLS",GRM1,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A7",GRM1,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A6, GLS2",GRM1,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A7, GLS2",GRM1,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A8, GLS2",GRM1,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A1",GRM1,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A2",GRM1,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A3",GRM1,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC1A6, GLS2",GRM1,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A7",GRM1,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A6, GLS",GRM2,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A7, GLS",GRM2,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A8, GLS",GRM2,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A1",GRM2,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A2",GRM2,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A3",GRM2,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC1A6, GLS",GRM2,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A7",GRM2,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A6, GLS2",GRM2,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A7, GLS2",GRM2,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A8, GLS2",GRM2,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A1",GRM2,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A2",GRM2,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A3",GRM2,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC1A6, GLS2",GRM2,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A7",GRM2,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A6, GLS",GRM3,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A7, GLS",GRM3,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A8, GLS",GRM3,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A1",GRM3,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A2",GRM3,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A3",GRM3,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC1A6, GLS",GRM3,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A7",GRM3,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A6, GLS2",GRM3,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A7, GLS2",GRM3,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A8, GLS2",GRM3,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A1",GRM3,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A2",GRM3,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A3",GRM3,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC1A6, GLS2",GRM3,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A7",GRM3,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A6, GLS",GRM4,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A7, GLS",GRM4,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A8, GLS",GRM4,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A1",GRM4,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A2",GRM4,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A3",GRM4,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC1A6, GLS",GRM4,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A7",GRM4,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A6, GLS2",GRM4,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A7, GLS2",GRM4,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A8, GLS2",GRM4,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A1",GRM4,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A2",GRM4,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A3",GRM4,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC1A6, GLS2",GRM4,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A7",GRM4,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A6, GLS",GRM5,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A7, GLS",GRM5,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A8, GLS",GRM5,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A1",GRM5,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A2",GRM5,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A3",GRM5,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC1A6, GLS",GRM5,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A7",GRM5,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A6, GLS2",GRM5,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A7, GLS2",GRM5,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A8, GLS2",GRM5,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A1",GRM5,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A2",GRM5,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A3",GRM5,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC1A6, GLS2",GRM5,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A7",GRM5,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A6, GLS",GRM6,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A7, GLS",GRM6,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A8, GLS",GRM6,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A1",GRM6,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A2",GRM6,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A3",GRM6,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC1A6, GLS",GRM6,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A7",GRM6,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A6, GLS2",GRM6,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A7, GLS2",GRM6,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A8, GLS2",GRM6,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A1",GRM6,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A2",GRM6,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A3",GRM6,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC1A6, GLS2",GRM6,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A7",GRM6,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A6, GLS",GRM7,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A7, GLS",GRM7,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A8, GLS",GRM7,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A1",GRM7,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A2",GRM7,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A3",GRM7,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC1A6, GLS",GRM7,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A7",GRM7,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A6, GLS2",GRM7,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A7, GLS2",GRM7,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A8, GLS2",GRM7,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A1",GRM7,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A2",GRM7,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A3",GRM7,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC1A6, GLS2",GRM7,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A7",GRM7,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A6, GLS",GRM8,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A7, GLS",GRM8,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A8, GLS",GRM8,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A1",GRM8,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A2",GRM8,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A3",GRM8,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC1A6, GLS",GRM8,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS, SLC1A7",GRM8,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A6, GLS2",GRM8,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A7, GLS2",GRM8,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC17A8, GLS2",GRM8,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A1",GRM8,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A2",GRM8,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A3",GRM8,Glutamate,Non-protein Signaling,CellChatDB v2
"SLC1A6, GLS2",GRM8,Glutamate,Non-protein Signaling,CellChatDB v2
"GLS2, SLC1A7",GRM8,Glutamate,Non-protein Signaling,CellChatDB v2
HDC,HRH1,Histamine,Non-protein Signaling,CellChatDB v2
HDC,HRH2,Histamine,Non-protein Signaling,CellChatDB v2
HDC,HRH3,Histamine,Non-protein Signaling,CellChatDB v2
HDC,HRH4,Histamine,Non-protein Signaling,CellChatDB v2
"SLC18A1, TPH1",HTR1A,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A2, TPH1",HTR1A,5-HT,Non-protein Signaling,CellChatDB v2
"SLC6A4, TPH1",HTR1A,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A1, TPH2",HTR1A,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A2, TPH2",HTR1A,5-HT,Non-protein Signaling,CellChatDB v2
"SLC6A4, TPH2",HTR1A,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A1, TPH1",HTR1B,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A2, TPH1",HTR1B,5-HT,Non-protein Signaling,CellChatDB v2
"SLC6A4, TPH1",HTR1B,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A1, TPH2",HTR1B,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A2, TPH2",HTR1B,5-HT,Non-protein Signaling,CellChatDB v2
"SLC6A4, TPH2",HTR1B,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A1, TPH1",HTR1D,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A2, TPH1",HTR1D,5-HT,Non-protein Signaling,CellChatDB v2
"SLC6A4, TPH1",HTR1D,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A1, TPH2",HTR1D,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A2, TPH2",HTR1D,5-HT,Non-protein Signaling,CellChatDB v2
"SLC6A4, TPH2",HTR1D,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A1, TPH1",HTR1E,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A2, TPH1",HTR1E,5-HT,Non-protein Signaling,CellChatDB v2
"SLC6A4, TPH1",HTR1E,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A1, TPH2",HTR1E,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A2, TPH2",HTR1E,5-HT,Non-protein Signaling,CellChatDB v2
"SLC6A4, TPH2",HTR1E,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A1, TPH1",HTR1F,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A2, TPH1",HTR1F,5-HT,Non-protein Signaling,CellChatDB v2
"SLC6A4, TPH1",HTR1F,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A1, TPH2",HTR1F,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A2, TPH2",HTR1F,5-HT,Non-protein Signaling,CellChatDB v2
"SLC6A4, TPH2",HTR1F,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A1, TPH1",HTR2A,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A2, TPH1",HTR2A,5-HT,Non-protein Signaling,CellChatDB v2
"SLC6A4, TPH1",HTR2A,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A1, TPH2",HTR2A,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A2, TPH2",HTR2A,5-HT,Non-protein Signaling,CellChatDB v2
"SLC6A4, TPH2",HTR2A,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A1, TPH1",HTR2B,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A2, TPH1",HTR2B,5-HT,Non-protein Signaling,CellChatDB v2
"SLC6A4, TPH1",HTR2B,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A1, TPH2",HTR2B,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A2, TPH2",HTR2B,5-HT,Non-protein Signaling,CellChatDB v2
"SLC6A4, TPH2",HTR2B,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A1, TPH1",HTR2C,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A2, TPH1",HTR2C,5-HT,Non-protein Signaling,CellChatDB v2
"SLC6A4, TPH1",HTR2C,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A1, TPH2",HTR2C,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A2, TPH2",HTR2C,5-HT,Non-protein Signaling,CellChatDB v2
"SLC6A4, TPH2",HTR2C,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A1, TPH1",HTR4,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A2, TPH1",HTR4,5-HT,Non-protein Signaling,CellChatDB v2
"SLC6A4, TPH1",HTR4,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A1, TPH2",HTR4,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A2, TPH2",HTR4,5-HT,Non-protein Signaling,CellChatDB v2
"SLC6A4, TPH2",HTR4,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A1, TPH1",HTR5A,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A2, TPH1",HTR5A,5-HT,Non-protein Signaling,CellChatDB v2
"SLC6A4, TPH1",HTR5A,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A1, TPH2",HTR5A,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A2, TPH2",HTR5A,5-HT,Non-protein Signaling,CellChatDB v2
"SLC6A4, TPH2",HTR5A,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A1, TPH1",HTR6,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A2, TPH1",HTR6,5-HT,Non-protein Signaling,CellChatDB v2
"SLC6A4, TPH1",HTR6,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A1, TPH2",HTR6,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A2, TPH2",HTR6,5-HT,Non-protein Signaling,CellChatDB v2
"SLC6A4, TPH2",HTR6,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A1, TPH1",HTR7,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A2, TPH1",HTR7,5-HT,Non-protein Signaling,CellChatDB v2
"SLC6A4, TPH1",HTR7,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A1, TPH2",HTR7,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A2, TPH2",HTR7,5-HT,Non-protein Signaling,CellChatDB v2
"SLC6A4, TPH2",HTR7,5-HT,Non-protein Signaling,CellChatDB v2
LRFN4,PTPRD,PTPR,Cell-Cell Contact,CellChatDB v2
LRFN4,PTPRF,PTPR,Cell-Cell Contact,CellChatDB v2
LRFN4,PTPRS,PTPR,Cell-Cell Contact,CellChatDB v2
LRFN5,PTPRD,PTPR,Cell-Cell Contact,CellChatDB v2
LRFN5,PTPRF,PTPR,Cell-Cell Contact,CellChatDB v2
LRFN5,PTPRS,PTPR,Cell-Cell Contact,CellChatDB v2
LRRC4B,PTPRD,PTPR,Cell-Cell Contact,CellChatDB v2
LRRC4B,PTPRS,PTPR,Cell-Cell Contact,CellChatDB v2
LRRC4C,PTPRF,PTPR,Cell-Cell Contact,CellChatDB v2
NRXN1,LRRTM1,NRXN,Cell-Cell Contact,CellChatDB v2
NRXN2,LRRTM1,NRXN,Cell-Cell Contact,CellChatDB v2
NRXN3,LRRTM1,NRXN,Cell-Cell Contact,CellChatDB v2
NRXN1,LRRTM2,NRXN,Cell-Cell Contact,CellChatDB v2
NRXN2,LRRTM2,NRXN,Cell-Cell Contact,CellChatDB v2
NRXN3,LRRTM2,NRXN,Cell-Cell Contact,CellChatDB v2
NRXN1,LRRTM3,NRXN,Cell-Cell Contact,CellChatDB v2
NRXN2,LRRTM3,NRXN,Cell-Cell Contact,CellChatDB v2
NRXN3,LRRTM3,NRXN,Cell-Cell Contact,CellChatDB v2
NRXN1,LRRTM4,NRXN,Cell-Cell Contact,CellChatDB v2
NRXN2,LRRTM4,NRXN,Cell-Cell Contact,CellChatDB v2
NRXN3,LRRTM4,NRXN,Cell-Cell Contact,CellChatDB v2
PTPRS,LRRTM4,PTPR,Cell-Cell Contact,CellChatDB v2
LTA4H,LTB4R,CysLTs,Non-protein Signaling,CellChatDB v2
LTA4H,LTB4R2,CysLTs,Non-protein Signaling,CellChatDB v2
GRP,NMBR,GRP,Secreted Signaling,CellChatDB v2
PTPRS,NTRK3,PTPR,Secreted Signaling,CellChatDB v2
POMC,OPRD1,OPIOID,Non-protein Signaling,CellChatDB v2
POMC,OPRM1,OPIOID,Non-protein Signaling,CellChatDB v2
POMC,OPRK1,OPIOID,Non-protein Signaling,CellChatDB v2
PNOC,OPRL1,OPIOID,Non-protein Signaling,CellChatDB v2
PTGDS,PTGDR,Prostaglandin,Non-protein Signaling,CellChatDB v2
PTGDS,PTGDR2,Prostaglandin,Non-protein Signaling,CellChatDB v2
PTGES,PTGER1,Prostaglandin,Non-protein Signaling,CellChatDB v2
PTGES2,PTGER1,Prostaglandin,Non-protein Signaling,CellChatDB v2
PTGES3,PTGER1,Prostaglandin,Non-protein Signaling,CellChatDB v2
PTGES,PTGER2,Prostaglandin,Non-protein Signaling,CellChatDB v2
PTGES2,PTGER2,Prostaglandin,Non-protein Signaling,CellChatDB v2
PTGES3,PTGER2,Prostaglandin,Non-protein Signaling,CellChatDB v2
PTGES,PTGER3,Prostaglandin,Non-protein Signaling,CellChatDB v2
PTGES2,PTGER3,Prostaglandin,Non-protein Signaling,CellChatDB v2
PTGES3,PTGER3,Prostaglandin,Non-protein Signaling,CellChatDB v2
PTGES,PTGER4,Prostaglandin,Non-protein Signaling,CellChatDB v2
PTGES2,PTGER4,Prostaglandin,Non-protein Signaling,CellChatDB v2
PTGES3,PTGER4,Prostaglandin,Non-protein Signaling,CellChatDB v2
AKR1C3,PTGFR,Prostaglandin,Non-protein Signaling,CellChatDB v2
CBR1,PTGFR,Prostaglandin,Non-protein Signaling,CellChatDB v2
PRXL2B,PTGFR,Prostaglandin,Non-protein Signaling,CellChatDB v2
PTGIS,PTGIR,Prostaglandin,Non-protein Signaling,CellChatDB v2
VIP,SCTR,VIP,Secreted Signaling,CellChatDB v2
SLITRK1,PTPRD,SLITRK,Secreted Signaling,CellChatDB v2
SLITRK1,PTPRS,SLITRK,Secreted Signaling,CellChatDB v2
SLITRK2,PTPRD,SLITRK,Secreted Signaling,CellChatDB v2
SLITRK2,PTPRS,SLITRK,Secreted Signaling,CellChatDB v2
